TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT,Pus_full
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.670308576850445,750.4992449721333,600.4992449721333,1.1177566050278749,279.216563052869,357.96854703523235,2133.313948171275,96080.48740617356,0.0388030693179554,3497.991224796316,1.515427415063317,0.1848870869623057,53370.44908560763
